titel,grondsoort,grondwaterstand,Biodiversiteitsindex,startjaar,leeftijd plot,oppervlak,Datum,Egelantier8,Fruitboom1,Fruitboom10,Fruitboom11,Fruitboom12,Fruitboom13,Fruitboom14,Fruitboom15,Fruitboom16,Fruitboom17,Fruitboom18,Fruitboom19,Fruitboom2,Fruitboom20,Fruitboom21,Fruitboom22,Fruitboom23,Fruitboom24,Fruitboom25,Fruitboom26,Fruitboom27,Fruitboom28,Fruitboom29,Fruitboom3,Fruitboom30,Fruitboom31,Fruitboom33,Fruitboom34,Fruitboom4,Fruitboom42,Fruitboom43,Fruitboom44,Fruitboom45,Fruitboom46,Fruitboom47,Fruitboom48,Fruitboom49,Fruitboom5,Fruitboom50,Fruitboom51,Fruitboom52,Fruitboom53,Fruitboom54,Fruitboom6,Fruitboom7,Fruitboom8,Fruitboom9,Grote struik11,Grote struik12,Grote struik13,Grote struik14,Grote struik15,Grote struik16,Grote struik18,Grote struik19,Grote struik2,Grote struik20,Grote struik21,Grote struik22,Grote struik23,Grote struik24,Grote struik25,Grote struik3,Grote struik4,Grote struik47,Grote struik5,Grote struik55,Grote struik6,Grote struik7,Grote struik8,Grote struik9,KgCO2/Ha,Naaldboom1,Naaldboom10,Naaldboom11,Naaldboom12,Naaldboom13,Naaldboom14,Naaldboom15,Naaldboom16,Naaldboom17,Naaldboom18,Naaldboom2,Naaldboom23,Naaldboom3,Naaldboom4,Naaldboom5,Naaldboom6,Naaldboom7,Naaldboom8,Naaldboom9,Notenboom1,Notenboom12,Notenboom14,Notenboom19,Notenboom2,Notenboom3,Notenboom32,Notenboom33,Notenboom34,Notenboom35,Notenboom36,Notenboom37,Notenboom38,Notenboom39,Notenboom4,Notenboom40,Notenboom41,Notenboom5,Notenboom9,Overig loofboom1,Overig loofboom10,Overig loofboom11,Overig loofboom12,Overig loofboom13,Overig loofboom14,Overig loofboom15,Overig loofboom16,Overig loofboom17,Overig loofboom18,Overig loofboom2,Overig loofboom24,Overig loofboom26,Overig loofboom27,Overig loofboom28,Overig loofboom29,Overig loofboom3,Overig loofboom30,Overig loofboom31,Overig loofboom32,Overig loofboom35,Overig loofboom36,Overig loofboom37,Overig loofboom38,Overig loofboom39,Overig loofboom40,Overig loofboom41,Overig loofboom42,Overig loofboom43,Overig loofboom45,Overig loofboom48,Overig loofboom5,Overig loofboom56,Overig loofboom57,Overig loofboom58,Overig loofboom59,Overig loofboom6,Overig loofboom7,Overig loofboom8,Overig loofboom9,Pionier/wijker1,Pionier/wijker10,Pionier/wijker11,Pionier/wijker12,Pionier/wijker13,Pionier/wijker14,Pionier/wijker15,Pionier/wijker16,Pionier/wijker17,Pionier/wijker18,Pionier/wijker19,Pionier/wijker2,Pionier/wijker20,Pionier/wijker21,Pionier/wijker22,Pionier/wijker23,Pionier/wijker24,Pionier/wijker25,Pionier/wijker26,Pionier/wijker3,Pionier/wijker4,Pionier/wijker5,Pionier/wijker6,Pionier/wijker7,Pionier/wijker8,Pionier/wijker9,bestemming,dichtsbijzijnde natuur,diverse jonge loofbomen4,gezamelijk jonge bessenstruiken3,plot,provincie,uitgangssituatie
,Zandgrond,dieper,,2019,8,28000,20220711,,,,,,,,,,,,,"['diameter: 1.91 ', 'hoogte: 155 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['diameter: 2.1 ', 'hoogte: 165 ', 'boomklasse: Dit is een levende boom']","['diameter: 3.82 ', 'hoogte: 370 ', 'boomklasse: Dit is een levende boom']","['diameter: 3.66 ', 'hoogte: 370 ', 'boomklasse: Dit is een levende boom']","['diameter: 3.98 ', 'hoogte: 360 ', 'boomklasse: Dit is een levende boom']","['diameter: 3.18 ', 'hoogte: 250 ', 'boomklasse: Dit is een levende boom']","['diameter: 6.21 ', 'hoogte: 740 ', 'boomklasse: Dit is een levende boom']","['diameter: 3.66 ', 'hoogte: 250 ', 'boomklasse: Dit is een levende boom']","['diameter: 2.55 ', 'hoogte: 141 ', 'boomklasse: Dit is een levende boom']","['diameter: 4.93 ', 'hoogte: 300 ', 'boomklasse: Dit is een levende boom']","['diameter: 2.55 ', 'hoogte: 160 ', 'boomklasse: Dit is een levende boom']","['diameter: 5.73 ', 'hoogte: 280 ', 'boomklasse: Dit is een levende boom']",,"['diameter: 9.55 ', 'hoogte: 300 ', 'boomklasse: Dit is een levende boom']","['diameter: 1.43 ', 'hoogte: 135 ', 'boomklasse: Dit is een levende boom']","['diameter: 3.98 ', 'hoogte: 200 ', 'boomklasse: Dit is een levende boom']","['diameter: 1.75 ', 'hoogte: 167 ', 'boomklasse: Dit is een levende boom']","['diameter: 2.55 ', 'hoogte: 190 ', 'boomklasse: Dit is een levende boom']","['diameter: 3.5 ', 'hoogte: 158 ', 'boomklasse: Dit is een levende boom']","['diameter: 2.55 ', 'hoogte: 190 ', 'boomklasse: Dit is een levende boom']","['diameter: 5.41 ', 'hoogte: 600 ', 'boomklasse: Dit is een levende boom']","['diameter: 2.55 ', 'hoogte: 140 ', 'boomklasse: Dit is een levende boom']","['diameter: 3.18 ', 'hoogte: 170 ', 'boomklasse: Dit is een levende boom']","['diameter: 1.27 ', 'hoogte: 165 ', 'boomklasse: Dit is een dode boom']","['diameter: 1.59 ', 'hoogte: 170 ', 'boomklasse: Dit is een levende boom']","['diameter: 6.68 ', 'hoogte: 856 ', 'boomklasse: Dit is een levende boom']","['diameter: 2.71 ', 'hoogte: 356 ', 'boomklasse: Dit is een levende boom']","['Agrarisch', 'Wonen', 'Natuur', '(Archeologische of landschappelijke) waarde']",Het voedselbos grenst aan natuur,,,[22900],Noord-Brabant,"Zowel naaldbos, akkerbouw, als weiland."
,zand gemengd met keileemlagen,15-60 centimeter onder het maaiveld,,2015,5,1000,20220626,,"['diameter: 4.5 ', 'hoogte: 400 ', 'boomklasse: Dit is een levende boom']","['diameter: 12.1 ', 'hoogte: 1500 ', 'boomklasse: Dit is een levende boom']","['diameter: 2 ', 'hoogte: 300 ', 'boomklasse: Dit is een levende boom']",,,,,"['diameter: 4.2 ', 'hoogte: 250 ', 'boomklasse: Dit is een levende boom']","['diameter: 10.4 ', 'hoogte: 1000 ', 'boomklasse: Dit is een levende boom']","['diameter: 3.1 ', 'hoogte: 250 ', 'boomklasse: Dit is een levende boom']","['diameter: 5 ', 'hoogte: 200 ', 'boomklasse: Dit is een dode boom']",,,"['diameter: 2.8 ', 'hoogte: 250 ', 'boomklasse: Dit is een levende boom']","['diameter: 15 ', 'hoogte: 250 ', 'boomklasse: Dit is een levende boom']",,,,,,,,"['diameter: 4.3 ', 'hoogte: 400 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,"['diameter: 1.1 ', 'hoogte: 130 ', 'boomklasse: Dit is een levende boom']","['diameter: 1.4 ', 'hoogte: 150 ', 'boomklasse: Dit is een levende boom']","['diameter: 4.5 ', 'hoogte: 200 ', 'boomklasse: Dit is een levende boom']",,,,,,"['diameter: 9 ', 'hoogte: 200 ', 'boomklasse: Dit is een levende boom']",,,,,,,"['diameter: 3.5 ', 'hoogte: 500 ', 'boomklasse: Dit is een levende boom']",,"['diameter: 3.4 ', 'hoogte: 300 ', 'boomklasse: Dit is een levende boom']",,,,"['diameter: 4.2 ', 'hoogte: 250 ', 'boomklasse: Dit is een levende boom']",,257345,,,,,,,,,,,,,,,,"['diameter: 150 ', 'hoogte: 2000 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['diameter: 4 ', 'hoogte: 300 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['diameter: 21.3 ', 'hoogte: 1800 ', 'boomklasse: Dit is een levende boom']",,"['diameter: 8 ', 'hoogte: 800 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,"['diameter: 5.7 ', 'hoogte: 500 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,['Beheersverordening Haren - Noord'],Het voedselbos grenst aan natuur,,,[888],Groningen,bramenveld omringd door bomen
,Zandgrond,15 centimeter onder het maaiveld,,2022,1,27000,20220529,,"['diameter: 2 ', 'hoogte: 170 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,"['diameter: 2 ', 'hoogte: 170 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,"['diameter: 2 ', 'hoogte: 170 ', 'boomklasse: Dit is een levende boom']",,,,,"['diameter: 2 ', 'hoogte: 140 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,"['diameter: 2 ', 'hoogte: 170 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['diameter: 1 ', 'hoogte: 130 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Agrarisch', 'Bos']","0,5 kilometer",,,[20371],Gelderland,weiland omringd door bos 
,leem,15 centimeter onder het maaiveld,,2016,6,2500,20220519,,,,,,,,,,,,,"['diameter: 4 ', 'hoogte: 400 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,"['diameter: 4.5 ', 'hoogte: 500 ', 'boomklasse: Dit is een levende boom']",,,,,"['diameter: 3.5 ', 'hoogte: 200 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,"['diameter: 3.5 ', 'hoogte: 350 ', 'boomklasse: Dit is een levende boom']",,,,,,"['diameter: 4 ', 'hoogte: 250 ', 'boomklasse: Dit is een levende boom']","['diameter: 4.5 ', 'hoogte: 300 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,1193,,,,,,,,,,,,,,,,,,,,"['diameter: 8 ', 'hoogte: 600 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Agrarisch'],"0,5 kilometer",,,[10717],Vlaanderen,Weiland
,Sandy soil,15 centimeters below ground level,,20220126,100,20000,20220221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7138764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Agricultural', 'Forest', 'Living', 'Recreational', 'Green', 'Nature']",2 kilometers,,,[15568],Tuscany,Grass fields
,Zandgrond,15-60 centimeter onder het maaiveld,,2019,15,5000,20220102,,"['diameter: 10.19 ', 'hoogte: 440 ', 'boomklasse: Dit is een levende boom']","['diameter: 4.14 ', 'hoogte: 230 ', 'boomklasse: Dit is een dode boom']","['diameter: 2.86 ', 'hoogte: 230 ', 'boomklasse: Dit is een dode boom']",,,,,,,,,"['diameter: 25.15 ', 'hoogte: 684 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,"['diameter: 3.82 ', 'hoogte: 270 ', 'boomklasse: Dit is een levende boom']",,,"['diameter: 3.50 ', 'hoogte: 286 ', 'boomklasse: Dit is een levende boom']","['diameter: 4.77 ', 'hoogte: 130 ', 'boomklasse: Dit is een levende boom']","['diameter: 2.55 ', 'hoogte: 230 ', 'boomklasse: Dit is een levende boom']",,,"['diameter: 12.10 ', 'hoogte: 400 ', 'boomklasse: Dit is een levende boom']",,"['diameter: 14.64 ', 'hoogte: 385 ', 'boomklasse: Dit is een levende boom']",,,"['diameter: 8.91 ', 'hoogte: 240 ', 'boomklasse: Dit is een dode boom']","['diameter: 8.28 ', 'hoogte: 130 ', 'boomklasse: Dit is een dode boom']","['diameter: 12.73 ', 'hoogte: 240 ', 'boomklasse: Dit is een dode boom']","['diameter: 10.50 ', 'hoogte: 200 ', 'boomklasse: Dit is een dode boom']","['diameter: 2.86 ', 'hoogte: 160 ', 'boomklasse: Dit is een levende boom']","['diameter: 9.23 ', 'hoogte: 200 ', 'boomklasse: Dit is een dode boom']","['diameter: 2.23 ', 'hoogte: 215 ', 'boomklasse: Dit is een levende boom']",,,"['diameter: 11.14 ', 'hoogte: 200 ', 'boomklasse: Dit is een dode boom']","['diameter: 3.18 ', 'hoogte: 250 ', 'boomklasse: Dit is een levende boom']",,,,,,,,"['diameter: 1.43 ', 'hoogte: 185 ', 'boomklasse: Dit is een levende boom']",,"['diameter: 1.43 ', 'hoogte: 185 ', 'boomklasse: Dit is een levende boom']","['diameter: 1.43 ', 'hoogte: 185 ', 'boomklasse: Dit is een levende boom']","['diameter: 1.43 ', 'hoogte: 185 ', 'boomklasse: Dit is een levende boom']","['diameter: 1.43 ', 'hoogte: 185 ', 'boomklasse: Dit is een levende boom']","['diameter: 1.43 ', 'hoogte: 185 ', 'boomklasse: Dit is een levende boom']","['diameter: 1.43 ', 'hoogte: 185 ', 'boomklasse: Dit is een levende boom']",,,"['diameter: 4.46 ', 'hoogte: 360 ', 'boomklasse: Dit is een levende boom']",,"['diameter: 1.27 ', 'hoogte: 175 ', 'boomklasse: Dit is een levende boom']","['diameter: 2.86 ', 'hoogte: 200 ', 'boomklasse: Dit is een levende boom']",,,,47305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['diameter: 35.65 ', 'hoogte: 1014 ', 'boomklasse: Dit is een levende boom']","['diameter: 5.73 ', 'hoogte: 894 ', 'boomklasse: Dit is een levende boom']","['diameter: 5.73 ', 'hoogte: 894 ', 'boomklasse: Dit is een levende boom']","['diameter: 5.73 ', 'hoogte: 894 ', 'boomklasse: Dit is een levende boom']","['diameter: 5.73 ', 'hoogte: 894 ', 'boomklasse: Dit is een levende boom']","['diameter: 5.73 ', 'hoogte: 894 ', 'boomklasse: Dit is een levende boom']","['diameter: 26.10 ', 'hoogte: 1664 ', 'boomklasse: Dit is een levende boom']",,,"['diameter: 1.91 ', 'hoogte: 280 ', 'boomklasse: Dit is een levende boom']","['diameter: 2.07 ', 'hoogte: 270 ', 'boomklasse: Dit is een levende boom']","['diameter: 5.89 ', 'hoogte: 400 ', 'boomklasse: Dit is een levende boom']","['diameter: 2.07 ', 'hoogte: 230 ', 'boomklasse: Dit is een levende boom']",,"['diameter: 3.34 ', 'hoogte: 450 ', 'boomklasse: Dit is een levende boom']","['diameter: 4.14 ', 'hoogte: 480 ', 'boomklasse: Dit is een levende boom']","['diameter: 4.14 ', 'hoogte: 480 ', 'boomklasse: Dit is een levende boom']","['diameter: 7.32 ', 'hoogte: 644 ', 'boomklasse: Dit is een levende boom']","['diameter: 10.19 ', 'hoogte: 450 ', 'boomklasse: Dit is een levende boom']","['diameter: 5.73 ', 'hoogte: 450 ', 'boomklasse: Dit is een levende boom']","['diameter: 18.46 ', 'hoogte: 1289 ', 'boomklasse: Dit is een levende boom']","['diameter: 18.78 ', 'hoogte: 1289 ', 'boomklasse: Dit is een levende boom']","['diameter: 5.09 ', 'hoogte: 400 ', 'boomklasse: Dit is een levende boom']","['diameter: 5.41 ', 'hoogte: 500 ', 'boomklasse: Dit is een levende boom']","['diameter: 3.82 ', 'hoogte: 500 ', 'boomklasse: Dit is een levende boom']","['diameter: 3.50 ', 'hoogte: 500 ', 'boomklasse: Dit is een levende boom']","['diameter: 5.41 ', 'hoogte: 300 ', 'boomklasse: Dit is een levende boom']","['diameter: 3.82 ', 'hoogte: 420 ', 'boomklasse: Dit is een levende boom']",,"['diameter: 11.78 ', 'hoogte: 220 ', 'boomklasse: Dit is een levende boom']","['diameter: 9.55 ', 'hoogte: 550 ', 'boomklasse: Dit is een levende boom']","['diameter: 5.41 ', 'hoogte: 400 ', 'boomklasse: Dit is een levende boom']","['diameter: 3.18 ', 'hoogte: 275 ', 'boomklasse: Dit is een levende boom']",,"['diameter: 13.37 ', 'hoogte: 177 ', 'boomklasse: Dit is een dode boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bos', 'Recreatie', 'Natuur']",Het voedselbos grenst aan natuur,,,[14837],Vlaams Gewest,verwilderde  boomgaard 
,Kleigrond,60-120 centimeter onder het maaiveld,,2021,2,20000,20230725,,"['diameter: 4.8 ', 'hoogte: 430 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,"['diameter: 2.8 ', 'hoogte: 300 ', 'boomklasse: Dit is een levende boom']",,,,,"['diameter: 1.9 ', 'hoogte: 170 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,"['diameter: 1.4 ', 'hoogte: 160 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['diameter: 2.7 ', 'hoogte: 300 ', 'boomklasse: Dit is een dode boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bos'],Het voedselbos grenst aan natuur,,,[37573],Noord-Brabant,Weiland
,Kleigrond,60-120 centimeter onder het maaiveld,,2021,1,20000,20230725,,"['diameter: 1.2 ', 'hoogte: 160 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['diameter: 0.7 ', 'hoogte: 130 ', 'boomklasse: Dit is een levende boom']","['diameter: 1.1 ', 'hoogte: 130 ', 'boomklasse: Dit is een levende boom']",,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,"['diameter: 1.1 ', 'hoogte: 130 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bos'],Het voedselbos grenst aan natuur,,,[37475],Noord-Brabant,Weiland
,Kleigrond,60-120 centimeter onder het maaiveld,,2021,2,20000,20230725,,"['diameter: 3.8 ', 'hoogte: 310 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,"['diameter: 2 ', 'hoogte: 230 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,"['diameter: 7 ', 'hoogte: 520 ', 'boomklasse: Dit is een levende boom']",,,,,"['diameter: 1.9 ', 'hoogte: 170 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bos'],Het voedselbos grenst aan natuur,,,[37474],Noord-Brabant,Weiland
,Kleigrond,15-60 centimeter onder het maaiveld,,2019,3,10000,20230724,,,,,,,,,,,,,,,,,,,,,,,,"['diameter: 8 ', 'hoogte: 300 ', 'boomklasse: Dit is een levende boom']",,,,,"['diameter: 8 ', 'hoogte: 300 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032,,,,,,,,,,,,,,,,,,,,"['diameter: 6 ', 'hoogte: 350 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['diameter: 4 ', 'hoogte: 200 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,['1/2 Agrarisch en 1/2 bedrijf'],2 kilometer,,,[37556],Noord-Holland,Boomsingels met weiland
,Kleigrond,15-60 centimeter onder het maaiveld,,2019,4,10000,20230724,,"['diameter: 9 ', 'hoogte: 300 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,"['diameter: 8 ', 'hoogte: 300 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['1/2 Agrarisch en 1/2 bedrijf'],2 kilometer,,,[37555],Noord-Holland,Boomsingels met weiland
,Kleigrond,dieper,,2017,3,8000,20230721,,"['diameter: 4.14 ', 'hoogte: 300 ', 'boomklasse: Dit is een levende boom']","['diameter: 5.10 ', 'hoogte: 250 ', 'boomklasse: Dit is een levende boom']",,,"['diameter: 7.96 ', 'hoogte: 400 ', 'boomklasse: Dit is een levende boom']","['diameter: 7.48 ', 'hoogte: 400 ', 'boomklasse: Dit is een levende boom']","['diameter: 14.65 ', 'hoogte: 400 ', 'boomklasse: Dit is een levende boom']","['diameter: 12.1 ', 'hoogte: 400 ', 'boomklasse: Dit is een levende boom']","['diameter: 7.96 ', 'hoogte: 400 ', 'boomklasse: Dit is een levende boom']","['diameter: 8.6 ', 'hoogte: 400 ', 'boomklasse: Dit is een levende boom']",,"['diameter: 8.92 ', 'hoogte: 300 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['diameter: 6.05 ', 'hoogte: 300 ', 'boomklasse: Dit is een levende boom']",,"['diameter: 5.41 ', 'hoogte: 250 ', 'boomklasse: Dit is een levende boom']","['diameter: 7.01 ', 'hoogte: 250 ', 'boomklasse: Dit is een levende boom']","['diameter: 55 ', 'hoogte: 250 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,38483,,,,,,,,,,,,,,,,,,,,,"['diameter: 38.22 ', 'hoogte: 250 ', 'boomklasse: Dit is een levende boom']",,"['diameter: 9.55 ', 'hoogte: 400 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['diameter: 7.8 ', 'hoogte: 400 ', 'boomklasse: Dit is een levende boom']",,,,,,"['diameter: 3.5 ', 'hoogte: 250 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Agrarisch', '(Archeologische of landschappelijke) waarde']",meer dan 2 kilometer,"['diameter: 25.48 ', 'hoogte: 200 ', 'boomklasse: Dit is een levende boom']","['diameter: 4.14 ', 'hoogte: 140 ', 'boomklasse: Dit is een levende boom']",[37517],Gelderland,Weiland
