titel,grondsoort,grondwaterstand,Biodiversiteitsindex,startjaar,leeftijd plot,oppervlak,Datum,Egelantier8,Fruitboom1,Fruitboom10,Fruitboom11,Fruitboom12,Fruitboom13,Fruitboom14,Fruitboom15,Fruitboom16,Fruitboom17,Fruitboom18,Fruitboom19,Fruitboom2,Fruitboom20,Fruitboom21,Fruitboom22,Fruitboom23,Fruitboom24,Fruitboom25,Fruitboom26,Fruitboom27,Fruitboom28,Fruitboom29,Fruitboom3,Fruitboom30,Fruitboom31,Fruitboom33,Fruitboom34,Fruitboom4,Fruitboom42,Fruitboom43,Fruitboom44,Fruitboom45,Fruitboom46,Fruitboom47,Fruitboom48,Fruitboom49,Fruitboom5,Fruitboom50,Fruitboom51,Fruitboom52,Fruitboom53,Fruitboom54,Fruitboom6,Fruitboom7,Fruitboom8,Fruitboom9,Grote struik11,Grote struik12,Grote struik13,Grote struik14,Grote struik15,Grote struik16,Grote struik18,Grote struik19,Grote struik2,Grote struik20,Grote struik21,Grote struik22,Grote struik23,Grote struik24,Grote struik25,Grote struik3,Grote struik4,Grote struik47,Grote struik5,Grote struik55,Grote struik6,Grote struik7,Grote struik8,Grote struik9,KgCO2/Ha,Naaldboom1,Naaldboom10,Naaldboom11,Naaldboom12,Naaldboom13,Naaldboom14,Naaldboom15,Naaldboom16,Naaldboom17,Naaldboom18,Naaldboom2,Naaldboom23,Naaldboom3,Naaldboom4,Naaldboom5,Naaldboom6,Naaldboom7,Naaldboom8,Naaldboom9,Notenboom1,Notenboom12,Notenboom14,Notenboom19,Notenboom2,Notenboom3,Notenboom32,Notenboom33,Notenboom34,Notenboom35,Notenboom36,Notenboom37,Notenboom38,Notenboom39,Notenboom4,Notenboom40,Notenboom41,Notenboom5,Notenboom9,Overig loofboom1,Overig loofboom10,Overig loofboom11,Overig loofboom12,Overig loofboom13,Overig loofboom14,Overig loofboom15,Overig loofboom16,Overig loofboom17,Overig loofboom18,Overig loofboom2,Overig loofboom24,Overig loofboom26,Overig loofboom27,Overig loofboom28,Overig loofboom29,Overig loofboom3,Overig loofboom30,Overig loofboom31,Overig loofboom32,Overig loofboom35,Overig loofboom36,Overig loofboom37,Overig loofboom38,Overig loofboom39,Overig loofboom40,Overig loofboom41,Overig loofboom42,Overig loofboom43,Overig loofboom45,Overig loofboom48,Overig loofboom5,Overig loofboom56,Overig loofboom57,Overig loofboom58,Overig loofboom59,Overig loofboom6,Overig loofboom7,Overig loofboom8,Overig loofboom9,Pionier/wijker1,Pionier/wijker10,Pionier/wijker11,Pionier/wijker12,Pionier/wijker13,Pionier/wijker14,Pionier/wijker15,Pionier/wijker16,Pionier/wijker17,Pionier/wijker18,Pionier/wijker19,Pionier/wijker2,Pionier/wijker20,Pionier/wijker21,Pionier/wijker22,Pionier/wijker23,Pionier/wijker24,Pionier/wijker25,Pionier/wijker26,Pionier/wijker3,Pionier/wijker4,Pionier/wijker5,Pionier/wijker6,Pionier/wijker7,Pionier/wijker8,Pionier/wijker9,bestemming,dichtsbijzijnde natuur,diverse jonge loofbomen4,gezamelijk jonge bessenstruiken3,plot,provincie,uitgangssituatie
,Zandgrond,15-60 centimeter onder het maaiveld,,2015,12,2700,20230720,"['diameter: 6 ', 'hoogte: 350 ', 'boomklasse: Dit is een levende boom']",,,"['diameter: 6 ', 'hoogte: 350 ', 'boomklasse: Dit is een levende boom']",,"['diameter: 10 ', 'hoogte: 500 ', 'boomklasse: Dit is een levende boom']",,,,,,,"['diameter: 9 ', 'hoogte: 350 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['diameter: 7 ', 'hoogte: 250 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,"['diameter: 9 ', 'hoogte: 600 ', 'boomklasse: Dit is een levende boom']",,,,"['diameter: 14 ', 'hoogte: 300 ', 'boomklasse: Dit is een levende boom']","['diameter: 9 ', 'hoogte: 400 ', 'boomklasse: Dit is een levende boom']",,"['diameter: 6 ', 'hoogte: 300 ', 'boomklasse: Dit is een levende boom']",,"['diameter: 6 ', 'hoogte: 400 ', 'boomklasse: Dit is een levende boom']",,,,479319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['diameter: 95 ', 'hoogte: 2000 ', 'boomklasse: Dit is een levende boom']","['diameter: 48 ', 'hoogte: 1700 ', 'boomklasse: Dit is een levende boom']",,"['diameter: 84 ', 'hoogte: 130 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['diameter: 46 ', 'hoogte: 1800 ', 'boomklasse: Dit is een levende boom']",,,,,,"['diameter: 9 ', 'hoogte: 300 ', 'boomklasse: Dit is een levende boom']","['diameter: 9 ', 'hoogte: 300 ', 'boomklasse: Dit is een levende boom']","['diameter: 13 ', 'hoogte: 1800 ', 'boomklasse: Dit is een levende boom']","['diameter: 15 ', 'hoogte: 1900 ', 'boomklasse: Dit is een levende boom']","['diameter: 22 ', 'hoogte: 2000 ', 'boomklasse: Dit is een levende boom']","['diameter: 22 ', 'hoogte: 2000 ', 'boomklasse: Dit is een levende boom']",,"['diameter: 16 ', 'hoogte: 1900 ', 'boomklasse: Dit is een levende boom']","['diameter: 47 ', 'hoogte: 2000 ', 'boomklasse: Dit is een levende boom']",,"['diameter: 31 ', 'hoogte: 130 ', 'boomklasse: Dit is een dode boom']","['diameter: 28 ', 'hoogte: 140 ', 'boomklasse: Dit is een dode boom']","['diameter: 6 ', 'hoogte: 350 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,['(Archeologische of landschappelijke) waarde'],Het voedselbos grenst aan natuur,,,[37485],Noord-Holland,Weiland
,Zandgrond,dieper,,2021,6,1300,20230719,,"['diameter: 1.91 ', 'hoogte: 199 ', 'boomklasse: Dit is een levende boom']","['diameter: 2.55 ', 'hoogte: 144 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,"['diameter: 19.10 ', 'hoogte: 410 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,"['diameter: 10.19 ', 'hoogte: 390 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,"['diameter: 4.46 ', 'hoogte: 280 ', 'boomklasse: Dit is een levende boom']",,,,,,"['diameter: 1.91 ', 'hoogte: 220 ', 'boomklasse: Dit is een levende boom']","['diameter: 3.18 ', 'hoogte: 260 ', 'boomklasse: Dit is een levende boom']","['diameter: 2.23 ', 'hoogte: 134 ', 'boomklasse: Dit is een levende boom']","['diameter: 2.23 ', 'hoogte: 146 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,2427,,,,,,,,,,,,,,,,,,,,,,,,,"['diameter: 1.91 ', 'hoogte: 130 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Agrarisch', 'Bos', 'Wonen', 'Groen']",Het voedselbos grenst aan natuur,,,[37138],Vojvodina,Boomgaard
,Zandgrond,15-60 centimeter onder het maaiveld,,2018,4,6000,20230716,,"['diameter: 6 ', 'hoogte: 220 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Agrarisch'],2 kilometer,,,[37482],Gelderland,Weiland
,"zavel, rivierklei met rivierzand",15 centimeter onder het maaiveld,,2018,4,300,20230711,,"['diameter: 15 ', 'hoogte: 400 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Agrarisch', 'biologische tuinderij']",2 kilometer,,,[1203],Overijssel,Weiland
,Kleigrond,dieper,,2021,1,25000,20230617,,"['diameter: 7 ', 'hoogte: 230 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Natuur', '(Archeologische of landschappelijke) waarde']",Het voedselbos grenst aan natuur,,,[10904],Zuid-Holland,Bouw/kale grond
,Kleigrond,dieper,,2021,1,25000,20230617,,"['diameter: 1.5 ', 'hoogte: 130 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Natuur', '(Archeologische of landschappelijke) waarde']",Het voedselbos grenst aan natuur,,,[10903],Zuid-Holland,Bouw/kale grond
,Kleigrond,dieper,,2021,1,25000,20230617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['diameter: 2.2 ', 'hoogte: 220 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,"['diameter: 2.2 ', 'hoogte: 210 ', 'boomklasse: Dit is een levende boom']",,,,,,,,"['diameter: 3.3 ', 'hoogte: 230 ', 'boomklasse: Dit is een levende boom']","['diameter: 2.2 ', 'hoogte: 175 ', 'boomklasse: Dit is een levende boom']","['diameter: 2.4 ', 'hoogte: 285 ', 'boomklasse: Dit is een levende boom']",,,,,"['Natuur', '(Archeologische of landschappelijke) waarde']",Het voedselbos grenst aan natuur,,,[10900],Zuid-Holland,Bouw/kale grond
,Kleigrond,dieper,,2021,1,25000,20230617,,,,,,,,,,,,,,,,,,,,,,,,"['diameter: 1.9 ', 'hoogte: 158 ', 'boomklasse: Dit is een levende boom']",,,,,"['diameter: 2.5 ', 'hoogte: 250 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,"['diameter: 1.9 ', 'hoogte: 140 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,"['diameter: 2.54 ', 'hoogte: 150 ', 'boomklasse: Dit is een levende boom']",,,,"['diameter: 1.9 ', 'hoogte: 166 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Natuur', '(Archeologische of landschappelijke) waarde']",Het voedselbos grenst aan natuur,,,[10901],Zuid-Holland,Bouw/kale grond
,Kleigrond,dieper,,2021,3,25000,20230617,,,,,,,,,,,,,"['diameter: 1.6 ', 'hoogte: 160 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,"['diameter: 2 ', 'hoogte: 130 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,,,,,,,,,,,,,,,,,,,,"['diameter: 9 ', 'hoogte: 430 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Natuur', '(Archeologische of landschappelijke) waarde']",Het voedselbos grenst aan natuur,,,[10902],Zuid-Holland,Bouw/kale grond
,Zandgrond,dieper,,2023,0.25,26.000,20230609,,"['diameter: 2 ', 'hoogte: 140 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['diameter: 1.7 ', 'hoogte: 200 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,"['Agrarisch', 'Bos', 'Recreatie']",Het voedselbos grenst aan natuur,,,[37021],Gelderland,Akkerbouw
,Zandgrond,dieper,,2023,0.25,26.000,20230609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['diameter: 1 ', 'hoogte: 200 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,"['diameter: 1 ', 'hoogte: 200 ', 'boomklasse: Dit is een levende boom']",,,,,,,,"['diameter: 0.5 ', 'hoogte: 180 ', 'boomklasse: Dit is een levende boom']","['diameter: 0.5 ', 'hoogte: 180 ', 'boomklasse: Dit is een levende boom']","['diameter: 0.5 ', 'hoogte: 180 ', 'boomklasse: Dit is een dode boom']",,,,,"['Agrarisch', 'Bos', 'Recreatie']",Het voedselbos grenst aan natuur,,,[37019],Gelderland,Akkerbouw
,Zandgrond,60-120 centimeter onder het maaiveld,,2018,3,20000,20230128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599319,,"['diameter: 16 ', 'hoogte: 1200 ', 'boomklasse: Dit is een levende boom']",,,"['diameter: 16 ', 'hoogte: 1200 ', 'boomklasse: Dit is een levende boom']",,"['diameter: 50 ', 'hoogte: 2900 ', 'boomklasse: Dit is een levende boom']","['diameter: 50 ', 'hoogte: 2900 ', 'boomklasse: Dit is een levende boom']",,,,,,"['diameter: 34 ', 'hoogte: 2100 ', 'boomklasse: Dit is een dode boom']","['diameter: 34 ', 'hoogte: 2100 ', 'boomklasse: Dit is een levende boom']","['diameter: 34 ', 'hoogte: 2190 ', 'boomklasse: Dit is een dode boom']","['diameter: 16 ', 'hoogte: 1200 ', 'boomklasse: Dit is een levende boom']","['diameter: 16 ', 'hoogte: 1200 ', 'boomklasse: Dit is een levende boom']","['diameter: 16 ', 'hoogte: 1200 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,"['diameter: 34 ', 'hoogte: 2100 ', 'boomklasse: Dit is een levende boom']",,"['diameter: 16 ', 'hoogte: 1200 ', 'boomklasse: Dit is een levende boom']","['diameter: 16 ', 'hoogte: 1200 ', 'boomklasse: Dit is een levende boom']",,"['diameter: 16 ', 'hoogte: 1200 ', 'boomklasse: Dit is een levende boom']",,,"['diameter: 50 ', 'hoogte: 2900 ', 'boomklasse: Dit is een levende boom']",,"['diameter: 34 ', 'hoogte: 2100 ', 'boomklasse: Dit is een levende boom']",,,,,,"['diameter: 34 ', 'hoogte: 2100 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Agrarisch', 'Bos', 'Natuur']",Het voedselbos grenst aan natuur,,,[30360],Noord-Brabant,Gemengd bos
,Veen,15-60 centimeter onder het maaiveld,,2015,5,8000,20241118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6113,,,,,,,,,,,,,,,,,,,,"['diameter: 8 ', 'hoogte: 680 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['diameter: 18 ', 'hoogte: 900 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Recreatie', 'Groen', 'Natuur']",Het voedselbos grenst aan natuur,,,[44834],Zuid-Holland,Weiland
,70 cm klei op veen,15-60 centimeter onder het maaiveld,,2023,5,10000,20240706,,"['diameter: 19 ', 'hoogte: 700 ', 'boomklasse: Dit is een levende boom']","['diameter: 26 ', 'hoogte: 850 ', 'boomklasse: Dit is een levende boom']","['diameter: 16 ', 'hoogte: 750 ', 'boomklasse: Dit is een levende boom']","['diameter: 23 ', 'hoogte: 750 ', 'boomklasse: Dit is een levende boom']","['diameter: 24 ', 'hoogte: 950 ', 'boomklasse: Dit is een levende boom']","['diameter: 31 ', 'hoogte: 800 ', 'boomklasse: Dit is een levende boom']","['diameter: 28 ', 'hoogte: 800 ', 'boomklasse: Dit is een levende boom']","['diameter: 28 ', 'hoogte: 650 ', 'boomklasse: Dit is een levende boom']","['diameter: 14 ', 'hoogte: 650 ', 'boomklasse: Dit is een levende boom']","['diameter: 12 ', 'hoogte: 600 ', 'boomklasse: Dit is een levende boom']",,"['diameter: 15 ', 'hoogte: 700 ', 'boomklasse: Dit is een levende boom']","['diameter: 34 ', 'hoogte: 1100 ', 'boomklasse: Dit is een levende boom']","['diameter: 29 ', 'hoogte: 1000 ', 'boomklasse: Dit is een levende boom']","['diameter: 26 ', 'hoogte: 1050 ', 'boomklasse: Dit is een levende boom']","['diameter: 15 ', 'hoogte: 600 ', 'boomklasse: Dit is een levende boom']","['diameter: 14 ', 'hoogte: 650 ', 'boomklasse: Dit is een levende boom']","['diameter: 17 ', 'hoogte: 650 ', 'boomklasse: Dit is een levende boom']","['diameter: 17 ', 'hoogte: 700 ', 'boomklasse: Dit is een levende boom']","['diameter: 25 ', 'hoogte: 700 ', 'boomklasse: Dit is een levende boom']","['diameter: 19 ', 'hoogte: 750 ', 'boomklasse: Dit is een levende boom']","['diameter: 18 ', 'hoogte: 650 ', 'boomklasse: Dit is een levende boom']","['diameter: 17 ', 'hoogte: 800 ', 'boomklasse: Dit is een levende boom']","['diameter: 22 ', 'hoogte: 750 ', 'boomklasse: Dit is een levende boom']","['diameter: 22 ', 'hoogte: 650 ', 'boomklasse: Dit is een levende boom']",,,"['diameter: 18 ', 'hoogte: 950 ', 'boomklasse: Dit is een levende boom']","['diameter: 18 ', 'hoogte: 700 ', 'boomklasse: Dit is een levende boom']","['diameter: 25 ', 'hoogte: 850 ', 'boomklasse: Dit is een levende boom']","['diameter: 28 ', 'hoogte: 1000 ', 'boomklasse: Dit is een levende boom']","['diameter: 30 ', 'hoogte: 900 ', 'boomklasse: Dit is een levende boom']","['diameter: 23 ', 'hoogte: 800 ', 'boomklasse: Dit is een levende boom']","['diameter: 25 ', 'hoogte: 950 ', 'boomklasse: Dit is een levende boom']","['diameter: 11 ', 'hoogte: 500 ', 'boomklasse: Dit is een levende boom']","['diameter: 17 ', 'hoogte: 800 ', 'boomklasse: Dit is een levende boom']","['diameter: 20 ', 'hoogte: 650 ', 'boomklasse: Dit is een levende boom']",,,,,,"['diameter: 11 ', 'hoogte: 600 ', 'boomklasse: Dit is een levende boom']","['diameter: 34 ', 'hoogte: 1000 ', 'boomklasse: Dit is een levende boom']","['diameter: 32 ', 'hoogte: 950 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,356076,,,,,,,,,,,,,,,,,,,,,,,"['diameter: 11 ', 'hoogte: 600 ', 'boomklasse: Dit is een levende boom']",,,"['diameter: 16 ', 'hoogte: 900 ', 'boomklasse: Dit is een levende boom']","['diameter: 13 ', 'hoogte: 700 ', 'boomklasse: Dit is een levende boom']","['diameter: 20 ', 'hoogte: 900 ', 'boomklasse: Dit is een levende boom']","['diameter: 13 ', 'hoogte: 700 ', 'boomklasse: Dit is een levende boom']","['diameter: 14 ', 'hoogte: 650 ', 'boomklasse: Dit is een levende boom']","['diameter: 15 ', 'hoogte: 850 ', 'boomklasse: Dit is een levende boom']","['diameter: 17 ', 'hoogte: 900 ', 'boomklasse: Dit is een levende boom']","['diameter: 15 ', 'hoogte: 800 ', 'boomklasse: Dit is een levende boom']",,"['diameter: 15 ', 'hoogte: 900 ', 'boomklasse: Dit is een levende boom']","['diameter: 13 ', 'hoogte: 900 ', 'boomklasse: Dit is een levende boom']",,"['diameter: 36 ', 'hoogte: 850 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Recreatie'],meer dan 2 kilometer,,,[42466],Noord-Holland,Boomgaard
,Zandgrond,15 centimeter onder het maaiveld,,2022,4,20000,20240628,,"['diameter: 3 ', 'hoogte: 300 ', 'boomklasse: Dit is een levende boom']",,,,"['diameter: 2.3 ', 'hoogte: 250 ', 'boomklasse: Dit is een levende boom']",,"['diameter: 0.8 ', 'hoogte: 175 ', 'boomklasse: Dit is een levende boom']",,,,,"['diameter: 1.5 ', 'hoogte: 180 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,"['diameter: 1 ', 'hoogte: 150 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,"['diameter: 4 ', 'hoogte: 230 ', 'boomklasse: Dit is een levende boom']",,,,"['diameter: 0.7 ', 'hoogte: 160 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['diameter: 0.8 ', 'hoogte: 150 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['diameter: 1.5 ', 'hoogte: 250 ', 'boomklasse: Dit is een levende boom']","['diameter: 3.3 ', 'hoogte: 320 ', 'boomklasse: Dit is een levende boom']",,"['diameter: 4.5 ', 'hoogte: 130 ', 'boomklasse: Dit is een levende boom']","['diameter: 3 ', 'hoogte: 185 ', 'boomklasse: Dit is een levende boom']",,,"['diameter: 4 ', 'hoogte: 200 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,"['diameter: 4.5 ', 'hoogte: 175 ', 'boomklasse: Dit is een levende boom']",,,"['diameter: 6.5 ', 'hoogte: 130 ', 'boomklasse: Dit is een levende boom']",,,,['Agrarisch'],Het voedselbos grenst aan natuur,,,[42565],Noord-Brabant,Weiland
,Zandgrond,15 centimeter onder het maaiveld,,2022,4,20000,20240628,,"['diameter: 3 ', 'hoogte: 350 ', 'boomklasse: Dit is een levende boom']","['diameter: 1.5 ', 'hoogte: 300 ', 'boomklasse: Dit is een levende boom']","['diameter: 1.5 ', 'hoogte: 300 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,"['diameter: 2.5 ', 'hoogte: 220 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,"['diameter: 1.2 ', 'hoogte: 175 ', 'boomklasse: Dit is een levende boom']",,,,,,,"['diameter: 0.5 ', 'hoogte: 175 ', 'boomklasse: Dit is een levende boom']","['diameter: 1.8 ', 'hoogte: 300 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,,,"['diameter: 0.7 ', 'hoogte: 130 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['diameter: 0.6 ', 'hoogte: 130 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,"['diameter: 3.6 ', 'hoogte: 400 ', 'boomklasse: Dit is een levende boom']",,,"['diameter: 2.7 ', 'hoogte: 175 ', 'boomklasse: Dit is een levende boom']",,,,"['diameter: 0.8 ', 'hoogte: 200 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,['Agrarisch'],Het voedselbos grenst aan natuur,,,[42584],Noord-Brabant,Weiland
,Kleigrond,60-120 centimeter onder het maaiveld,,2024,-2,4000,20240608,,"['diameter: 5 ', 'hoogte: 130 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,"['diameter: 5 ', 'hoogte: 130 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Agrarisch'],Het voedselbos grenst aan natuur,,,[42207],Île-de-France,Akkerbouw
,leem,15 centimeter onder het maaiveld,,2016,6,2500,20240129,,,,,,,,,,,,,"['diameter: 6.85 ', 'hoogte: 500 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,"['diameter: 4.46 ', 'hoogte: 3500 ', 'boomklasse: Dit is een levende boom']",,,,,"['diameter: 3.82 ', 'hoogte: 3500 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,"['diameter: 2.86 ', 'hoogte: 300 ', 'boomklasse: Dit is een levende boom']",,,,,,"['diameter: 3.18 ', 'hoogte: 300 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,5775,,,,,,,,,,,,,,,,,,,,"['diameter: 10 ', 'hoogte: 600 ', 'boomklasse: Dit is een levende boom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Agrarisch'],"0,5 kilometer",,,[10717],Vlaanderen,Weiland
